file_id,path,filename,extension,mime,size,modified,parent_folders,logical_project,drawing_number,revision,classification,validation_role,local_copy,sha256,hash_source,verified,duplicate_status
135cR2ebj1msAGeYUTHcCgSXnuteV41ky,Drawings/Style of drawings/4/Results,Results,,application/vnd.google-apps.folder,0,2026-09-10T22:02:14.458Z,Style of drawings/4,Style of drawings,,,FOLDER,,,,ej hämtad,,0_VERSIONS_BY_SIZE
1yKPLvS6GYMzW_Bf5HFpr5jfj0njKYSLt,Drawings/Style of drawings/1/level 1,level 1,,application/vnd.google-apps.folder,0,2026-09-10T22:02:14.457Z,Style of drawings/1,Style of drawings,,,FOLDER,,,,ej hämtad,,0_VERSIONS_BY_SIZE
1jyGjC4vUKTOjGx2NmlSuulHL0fY8wnXC,Drawings/Style of drawings/1/level 3,level 3,,application/vnd.google-apps.folder,0,2026-09-10T22:02:14.456Z,Style of drawings/1,Style of drawings,,,FOLDER,,,,ej hämtad,,0_VERSIONS_BY_SIZE
1_e7wEb5MfoJyCOocsD79HW6ixElkf8CJ,Drawings/Style of drawings/1/level 2,level 2,,application/vnd.google-apps.folder,0,2026-09-10T22:02:14.456Z,Style of drawings/1,Style of drawings,,,FOLDER,,,,ej hämtad,,0_VERSIONS_BY_SIZE
1g_NJmG-vLF0fJqTnzCHG8BfFp0fOylWy,Drawings/Style of drawings/1/level 0,level 0,,application/vnd.google-apps.folder,0,2026-09-10T22:02:14.454Z,Style of drawings/1,Style of drawings,,,FOLDER,,,,ej hämtad,,0_VERSIONS_BY_SIZE
1vsmrAGjzQtkbFNM7nXbmlAfEftPZlnCN,Drawings/Style of drawings/1/W-50-1-A-0213.pdf,W-50-1-A-0213.pdf,pdf,application/pdf,513872,2026-09-03T00:39:14Z,Style of drawings/1,Style of drawings,W-50-1-A0213,,STYLE_PDF,DEVELOPMENT,cvat/CVAT/W-50-1-A-0213.pdf,c5f7db233d2ab642ec2b04688499327695f31d57b314b76eaa67901e28035dc3,"lokal kopia, samma namn och storlek",NO_ANNOTATIONS NO_TEXT_LAYER_FOR_TITLE_BLOCK,2_VERSIONS_BY_SIZE_x3
1njo1_YnnMkWi7f6SCCZIEq-xAO1luAUB,Drawings/Style of drawings/1/W-50-1-A-0214.pdf,W-50-1-A-0214.pdf,pdf,application/pdf,515627,2026-09-03T00:39:14Z,Style of drawings/1,Style of drawings,W-50-1-A0214,,STYLE_PDF,DEVELOPMENT,cvat/CVAT/W-50-1-A-0214.pdf,d0a69e2560cc6b0afa1494b49c3e5e4074e4cdd0100f27e25e3967fcc512fa33,"lokal kopia, samma namn och storlek",NO_ANNOTATIONS NO_TEXT_LAYER_FOR_TITLE_BLOCK,2_VERSIONS_BY_SIZE_x3
1FW1GMPL1kJyrnVGjapvnC_Gatz4yICcc,Drawings/Style of drawings/1/W-50-1-A-0211.pdf,W-50-1-A-0211.pdf,pdf,application/pdf,434592,2026-09-03T00:39:14Z,Style of drawings/1,Style of drawings,W-50-1-A0211,,STYLE_PDF,DEVELOPMENT,cvat/CVAT/W-50-1-A-0211.pdf,c990d3489422a9ad103f9be15cd17dfd8c709c55c1cd4843cc0dc9eb1a18767e,"lokal kopia, samma namn och storlek",NO_ANNOTATIONS NO_TEXT_LAYER_FOR_TITLE_BLOCK,2_VERSIONS_BY_SIZE_x3
1CrbVYf3Pjw89PpN7sm-5KQp1l4oBRJHb,Drawings/Style of drawings/1/W-50-1-A-0011.pdf,W-50-1-A-0011.pdf,pdf,application/pdf,466665,2026-09-03T00:38:26Z,Style of drawings/1,Style of drawings,W-50-1-A0011,,STYLE_PDF,DEVELOPMENT,cvat/CVAT/W-50-1-A-0011.pdf,c2884f3007f3764a5f566c57264acf05c830dc892d6f5087029cff745492ab5f,"lokal kopia, samma namn och storlek",NO_ANNOTATIONS NO_TEXT_LAYER_FOR_TITLE_BLOCK,3_VERSIONS_BY_SIZE_x3
1kf20lw0c0iunPK7PMtQRPi_1yZ7xROFB,Drawings/Style of drawings/1/W-50-1-A-0013.pdf,W-50-1-A-0013.pdf,pdf,application/pdf,337276,2026-09-03T00:38:28Z,Style of drawings/1,Style of drawings,W-50-1-A0013,,STYLE_PDF,DEVELOPMENT,cvat/CVAT/W-50-1-A-0013.pdf,a5c6493c92fb2a2e9a2e23aef64ac39dc4f4434a5e862083fb1de9336d5174bd,"lokal kopia, samma namn och storlek",NO_ANNOTATIONS NO_TEXT_LAYER_FOR_TITLE_BLOCK,3_VERSIONS_BY_SIZE_x3
1JVLiURvo7dPqavy1uqAlQZuqSnJplbH2,Drawings/Style of drawings/1/W-50-1-A-0014.pdf,W-50-1-A-0014.pdf,pdf,application/pdf,312115,2026-09-03T00:38:28Z,Style of drawings/1,Style of drawings,W-50-1-A0014,,STYLE_PDF,DEVELOPMENT,cvat/CVAT/W-50-1-A-0014.pdf,d0242e5f34c3be1799be58a0800239838fb2474ea36b59560c63974c6600760e,"lokal kopia, samma namn och storlek",NO_ANNOTATIONS NO_TEXT_LAYER_FOR_TITLE_BLOCK,2_VERSIONS_BY_SIZE_x3
1GPSfkd3pOE-uJIgTCWHJGu6Gg-mkm1Vp,Drawings/Style of drawings/1/W-50-1-A-0012.pdf,W-50-1-A-0012.pdf,pdf,application/pdf,290148,2026-09-03T00:37:58Z,Style of drawings/1,Style of drawings,W-50-1-A0012,,STYLE_PDF,,,,ej hämtad,,4_VERSIONS_BY_SIZE
1loGNMmM5aGsco4K1QQrWdRK1mLEssdG3,Drawings/Style of drawings/1/W-50-1-A-0134.pdf,W-50-1-A-0134.pdf,pdf,application/pdf,587133,2026-09-03T00:39:14Z,Style of drawings/1,Style of drawings,W-50-1-A0134,,STYLE_PDF,DEVELOPMENT,cvat/CVAT/W-50-1-A-0134.pdf,9b68e885ca816fd19369d66eb7758cf03fd6457d15b07e8a6342588b4bb7d412,"lokal kopia, samma namn och storlek",NO_ANNOTATIONS NO_TEXT_LAYER_FOR_TITLE_BLOCK,2_VERSIONS_BY_SIZE_x3
1008BpM0fWTcuZbTrKY2JZbPRiuot-9cZ,Drawings/Style of drawings/1/W-50-1-A-0111.pdf,W-50-1-A-0111.pdf,pdf,application/pdf,798712,2026-09-03T00:38:26Z,Style of drawings/1,Style of drawings,W-50-1-A0111,,STYLE_PDF,DEVELOPMENT,cvat/CVAT/W-50-1-A-0111.pdf,9e825bc058e304541f4d4f9696d2c9ebc080ac742fd2529335d6a182b346febe,"lokal kopia, samma namn och storlek",NO_ANNOTATIONS NO_TEXT_LAYER_FOR_TITLE_BLOCK,2_VERSIONS_BY_SIZE_x3
160xSg9sSLMOIlsbEfzlSPzG-CjboVszE,Drawings/Style of drawings/1/W-50-1-A-0114.pdf,W-50-1-A-0114.pdf,pdf,application/pdf,618886,2026-09-03T00:38:26Z,Style of drawings/1,Style of drawings,W-50-1-A0114,,STYLE_PDF,DEVELOPMENT,cvat/CVAT/W-50-1-A-0114.pdf,61e5d07b2e3a7136d6ff6c74735d6afce8dc359470a2e8ceb5468325027c59f0,"lokal kopia, samma namn och storlek",NO_ANNOTATIONS NO_TEXT_LAYER_FOR_TITLE_BLOCK,2_VERSIONS_BY_SIZE_x3
1A67Vv95BH4wlF_RzKMvJ_ygS6wScCGSn,Drawings/Style of drawings/1/W-50-1-A-0311.pdf,W-50-1-A-0311.pdf,pdf,application/pdf,505859,2026-09-03T00:39:14Z,Style of drawings/1,Style of drawings,W-50-1-A0311,,STYLE_PDF,DEVELOPMENT,cvat/CVAT/W-50-1-A-0311.pdf,a3ac91856f61c90545af74a8f6e9563a01b5b1971816643c8adbabbc424f97cc,"lokal kopia, samma namn och storlek",NO_ANNOTATIONS NO_TEXT_LAYER_FOR_TITLE_BLOCK,2_VERSIONS_BY_SIZE_x3
12GUgdfyVTIIOs3sZ_9UFK662JzXKTTnv,Drawings/Style of drawings/1/W-50-1-A-0131.pdf,W-50-1-A-0131.pdf,pdf,application/pdf,608976,2026-09-03T00:38:30Z,Style of drawings/1,Style of drawings,W-50-1-A0131,,STYLE_PDF,DEVELOPMENT,styles/src/00 - skalstockar/W-50-1-A-0131.pdf,2a0ec2a4e5e53f6536f6d0e505ec36584879d038d8be01f86269afd1febd4c11,"lokal kopia, samma namn och storlek",NO_ANNOTATIONS NO_TEXT_LAYER_FOR_TITLE_BLOCK,2_VERSIONS_BY_SIZE_x5
1qulpylCJ9Vtb5bD9JPzgEHKf-EtczVxo,Drawings/Style of drawings/1/W-50-1-A-0122.pdf,W-50-1-A-0122.pdf,pdf,application/pdf,592450,2026-09-03T00:38:26Z,Style of drawings/1,Style of drawings,W-50-1-A0122,,STYLE_PDF,DEVELOPMENT,cvat/CVAT/W-50-1-A-0122.pdf,7e34264b8725fd9f56c3ca5cbb3fdb28a7a8266caacc0dcdf3dbc7ed6aee4a74,"lokal kopia, samma namn och storlek",NO_ANNOTATIONS NO_TEXT_LAYER_FOR_TITLE_BLOCK,2_VERSIONS_BY_SIZE_x3
1W7rbZQy26k79g1gV-KUaQUqC8LX0L1Pt,Drawings/Style of drawings/1/W-50-1-A-0124.pdf,W-50-1-A-0124.pdf,pdf,application/pdf,599067,2026-09-03T00:38:26Z,Style of drawings/1,Style of drawings,W-50-1-A0124,,STYLE_PDF,DEVELOPMENT,cvat/CVAT/W-50-1-A-0124.pdf,799af38a8835ae86c8c600268ebabee20d7f13ff92e40823f4e9f275f828dfa8,"lokal kopia, samma namn och storlek",NO_ANNOTATIONS NO_TEXT_LAYER_FOR_TITLE_BLOCK,2_VERSIONS_BY_SIZE_x3
1B7ShDhw5Mlt52BIg1nWlPIhWMeM61D-o,Drawings/Style of drawings/1/W-50-1-A-0333.pdf,W-50-1-A-0333.pdf,pdf,application/pdf,504403,2026-09-03T00:39:14Z,Style of drawings/1,Style of drawings,W-50-1-A0333,,STYLE_PDF,DEVELOPMENT,cvat/CVAT/W-50-1-A-0333.pdf,8a335485cb82d501dbc452bee7d0ab6d0e7342d510536eae869242506aec456b,"lokal kopia, samma namn och storlek",NO_ANNOTATIONS NO_TEXT_LAYER_FOR_TITLE_BLOCK,2_VERSIONS_BY_SIZE_x3
1SSN3IFzBrVMJCDiXdFKqee4_LEG3yKxp,Drawings/Style of drawings/1/W-50-1-A-0121.pdf,W-50-1-A-0121.pdf,pdf,application/pdf,537005,2026-09-03T00:38:26Z,Style of drawings/1,Style of drawings,W-50-1-A0121,,STYLE_PDF,DEVELOPMENT,cvat/CVAT/W-50-1-A-0121.pdf,f7c27df64d1eb788c6fcaf80cff86a7f851b8d9b9de4aec4b52443743d906e4e,"lokal kopia, samma namn och storlek",NO_ANNOTATIONS NO_TEXT_LAYER_FOR_TITLE_BLOCK,2_VERSIONS_BY_SIZE_x3
105t3Dp-uGXqeyJ0wZ3mrjrEDiDb2GXRi,Drawings/Style of drawings/1/W-50-1-A-0123.pdf,W-50-1-A-0123.pdf,pdf,application/pdf,543289,2026-09-03T00:38:26Z,Style of drawings/1,Style of drawings,W-50-1-A0123,,STYLE_PDF,DEVELOPMENT,cvat/CVAT/W-50-1-A-0123.pdf,ae64e35d1490cdc10b2b4848a357693e91b0c169d72941c06a35a1678ceabfb7,"lokal kopia, samma namn och storlek",NO_ANNOTATIONS NO_TEXT_LAYER_FOR_TITLE_BLOCK,2_VERSIONS_BY_SIZE_x3
1Aqp7NfXJQQ9UotDD-WOOZQxdfZ_PDzuC,Drawings/Style of drawings/1/W-50-1-A-0332.pdf,W-50-1-A-0332.pdf,pdf,application/pdf,497120,2026-09-03T00:39:14Z,Style of drawings/1,Style of drawings,W-50-1-A0332,,STYLE_PDF,DEVELOPMENT,cvat/CVAT/W-50-1-A-0332.pdf,4df96cbd2b9ce5a1e02a4b2a72ec3c997b4a92fb0d6ce7e608cedea5e622a200,"lokal kopia, samma namn och storlek",NO_ANNOTATIONS NO_TEXT_LAYER_FOR_TITLE_BLOCK,2_VERSIONS_BY_SIZE_x3
1ioWRbqLpxO-sMIj72o5W_nSx8KOUTPoX,Drawings/Style of drawings/1/W-50-1-A-0334.pdf,W-50-1-A-0334.pdf,pdf,application/pdf,457877,2026-09-03T00:39:14Z,Style of drawings/1,Style of drawings,W-50-1-A0334,,STYLE_PDF,DEVELOPMENT,cvat/CVAT/W-50-1-A-0334.pdf,017e9af5dcacad64a41a50d8c15c7983b3d6d436446b25100ce1c563f0904998,"lokal kopia, samma namn och storlek",NO_ANNOTATIONS NO_TEXT_LAYER_FOR_TITLE_BLOCK,2_VERSIONS_BY_SIZE_x3
10baYplMsTGjLqWKm1jc0odBihU8ZUXwX,Drawings/Style of drawings/1/W-50-1-A-0313.pdf,W-50-1-A-0313.pdf,pdf,application/pdf,433325,2026-09-03T00:39:14Z,Style of drawings/1,Style of drawings,W-50-1-A0313,,STYLE_PDF,DEVELOPMENT,cvat/CVAT/W-50-1-A-0313.pdf,5ecdb0e74bf5e73bac7658fa966be66a67043e5c09abf0d587969d63f6efe6dc,"lokal kopia, samma namn och storlek",NO_ANNOTATIONS NO_TEXT_LAYER_FOR_TITLE_BLOCK,2_VERSIONS_BY_SIZE_x3
14f2BI4_uLsgLAS-X_DcnaVcjMwJ7PfCv,Drawings/Style of drawings/1/W-50-1-A-0113.pdf,W-50-1-A-0113.pdf,pdf,application/pdf,699211,2026-09-03T00:37:06Z,Style of drawings/1,Style of drawings,W-50-1-A0113,,STYLE_PDF,,,,ej hämtad,,4_VERSIONS_BY_SIZE
157pgyCaaOPOi9TWSYc1P8jp6DzKPm6en,Drawings/Style of drawings/1/W-50-1-A-0314.pdf,W-50-1-A-0314.pdf,pdf,application/pdf,415344,2026-09-03T00:39:14Z,Style of drawings/1,Style of drawings,W-50-1-A0314,,STYLE_PDF,DEVELOPMENT,cvat/CVAT/W-50-1-A-0314.pdf,2cb44183d07e93042c7b26a970644e939a76b2492fa47559e9d1842e0de1545e,"lokal kopia, samma namn och storlek",NO_ANNOTATIONS NO_TEXT_LAYER_FOR_TITLE_BLOCK,2_VERSIONS_BY_SIZE_x3
1NeRntT2qVLmWMEpO8QwFF1DTwyBcJSpn,Drawings/Style of drawings/1/W-50-1-A-0112.pdf,W-50-1-A-0112.pdf,pdf,application/pdf,423884,2026-09-03T00:38:26Z,Style of drawings/1,Style of drawings,W-50-1-A0112,,STYLE_PDF,DEVELOPMENT,cvat/CVAT/W-50-1-A-0112.pdf,d1f1ab42ab978562a28afe3b5f25af8139ce2c1dd60ac3a83a2a31eec1ffe2f9,"lokal kopia, samma namn och storlek",NO_ANNOTATIONS NO_TEXT_LAYER_FOR_TITLE_BLOCK,2_VERSIONS_BY_SIZE_x3
1DaNCbc7BXfSM-NMicjqFlVMjFMkK8Yhi,Drawings/Style of drawings/1/W-50-1-A-0231.pdf,W-50-1-A-0231.pdf,pdf,application/pdf,587492,2026-09-03T00:39:14Z,Style of drawings/1,Style of drawings,W-50-1-A0231,,STYLE_PDF,DEVELOPMENT,cvat/CVAT/W-50-1-A-0231.pdf,774b89b20c69ec0a69fdb8f42d881818dda2edf834fd29bd0cf4ef39e6608036,"lokal kopia, samma namn och storlek",NO_ANNOTATIONS NO_TEXT_LAYER_FOR_TITLE_BLOCK,2_VERSIONS_BY_SIZE_x3
16mJX0d9Bkv85qLGgyFlG6hsd58UNzx0_,Drawings/Style of drawings/1/W-50-1-A-0224.pdf,W-50-1-A-0224.pdf,pdf,application/pdf,555539,2026-09-03T00:39:14Z,Style of drawings/1,Style of drawings,W-50-1-A0224,,STYLE_PDF,DEVELOPMENT,cvat/CVAT/W-50-1-A-0224.pdf,fc3379b5ecd292eea6d9db0c0e59409a293f736563b66183b239de368ccfe1fd,"lokal kopia, samma namn och storlek",NO_ANNOTATIONS NO_TEXT_LAYER_FOR_TITLE_BLOCK,2_VERSIONS_BY_SIZE_x3
1i-sLSZ0u83mcUPUG_3AfgTwf2FxKlW9H,Drawings/Style of drawings/1/W-50-1-A-0221.pdf,W-50-1-A-0221.pdf,pdf,application/pdf,507764,2026-09-03T00:39:14Z,Style of drawings/1,Style of drawings,W-50-1-A0221,,STYLE_PDF,DEVELOPMENT,cvat/CVAT/W-50-1-A-0221.pdf,efc2337d6367730566b925e104beb77899d98512d2b590680578f792b3667a16,"lokal kopia, samma namn och storlek",NO_ANNOTATIONS NO_TEXT_LAYER_FOR_TITLE_BLOCK,2_VERSIONS_BY_SIZE_x3
15PY5S7VjPhKaHpR-oO9_xKhbUmuqqCIV,Drawings/Style of drawings/1/W-50-1-A-0222.pdf,W-50-1-A-0222.pdf,pdf,application/pdf,512580,2026-09-03T00:39:14Z,Style of drawings/1,Style of drawings,W-50-1-A0222,,STYLE_PDF,DEVELOPMENT,cvat/CVAT/W-50-1-A-0222.pdf,01b00dc107315d85460466e7f691a066215abb98f0e1cdee0908fd1cea50bc0c,"lokal kopia, samma namn och storlek",NO_ANNOTATIONS NO_TEXT_LAYER_FOR_TITLE_BLOCK,2_VERSIONS_BY_SIZE_x3
1A8AAb3e-bbFslEe3Ky__L3U8icUbrzlZ,Drawings/Style of drawings/1/W-50-1-A-0331.pdf,W-50-1-A-0331.pdf,pdf,application/pdf,498022,2026-09-03T00:39:14Z,Style of drawings/1,Style of drawings,W-50-1-A0331,,STYLE_PDF,DEVELOPMENT,cvat/CVAT/W-50-1-A-0331.pdf,778dce0ea7cd10d2d8cf062c678371581ee65b6bf5cb3237018bd9922277d838,"lokal kopia, samma namn och storlek",NO_ANNOTATIONS NO_TEXT_LAYER_FOR_TITLE_BLOCK,2_VERSIONS_BY_SIZE_x3
1lWQU5UAAtCtjT6VUzceBmRRBAV4XNX1a,Drawings/Style of drawings/1/W-50-1-A-0234.pdf,W-50-1-A-0234.pdf,pdf,application/pdf,501278,2026-09-03T00:39:14Z,Style of drawings/1,Style of drawings,W-50-1-A0234,,STYLE_PDF,DEVELOPMENT,cvat/CVAT/W-50-1-A-0234.pdf,2339a7bafa1ae83aa43a704180834cdce2f60e47c92f395a84f3545ceb12703b,"lokal kopia, samma namn och storlek",NO_ANNOTATIONS NO_TEXT_LAYER_FOR_TITLE_BLOCK,2_VERSIONS_BY_SIZE_x3
10tALh-_oCeKIqzgcckCK__nPvK_1LUKj,Drawings/Style of drawings/1/W-50-1-A-0233.pdf,W-50-1-A-0233.pdf,pdf,application/pdf,506428,2026-09-03T00:39:14Z,Style of drawings/1,Style of drawings,W-50-1-A0233,,STYLE_PDF,DEVELOPMENT,cvat/CVAT/W-50-1-A-0233.pdf,8b675e76163073e5bf636d6d70414c28c0f1d397820fb01173b711facebb2715,"lokal kopia, samma namn och storlek",NO_ANNOTATIONS NO_TEXT_LAYER_FOR_TITLE_BLOCK,2_VERSIONS_BY_SIZE_x3
1XjKtHx2UwQ5_RhJTHFfYzSPxMv0JQjmP,Drawings/Style of drawings/1/W-50-1-A-0132.pdf,W-50-1-A-0132.pdf,pdf,application/pdf,649855,2026-09-03T00:38:26Z,Style of drawings/1,Style of drawings,W-50-1-A0132,,STYLE_PDF,DEVELOPMENT,cvat/CVAT/W-50-1-A-0132.pdf,f0e1619a4557c6c00ea2cb9d9b8c1d27dc8a594739989871e0496e882f77e3e4,"lokal kopia, samma namn och storlek",NO_ANNOTATIONS NO_TEXT_LAYER_FOR_TITLE_BLOCK,2_VERSIONS_BY_SIZE_x3
168AIJT6IXcYo13twHeKA3dNYsjhpvYiZ,Drawings/Style of drawings/1/W-50-1-A-0223.pdf,W-50-1-A-0223.pdf,pdf,application/pdf,452278,2026-09-03T00:39:14Z,Style of drawings/1,Style of drawings,W-50-1-A0223,,STYLE_PDF,DEVELOPMENT,cvat/CVAT/W-50-1-A-0223.pdf,4833417a403d2ee92b91d40cb57dfb9d476bd4085cb53faec397720a01a78aed,"lokal kopia, samma namn och storlek",NO_ANNOTATIONS NO_TEXT_LAYER_FOR_TITLE_BLOCK,2_VERSIONS_BY_SIZE_x3
19L572XcCwervpTssAkkEy0jqmRWSfmCL,Drawings/Style of drawings/1/W-50-1-A-0133.pdf,W-50-1-A-0133.pdf,pdf,application/pdf,520611,2026-09-03T00:38:26Z,Style of drawings/1,Style of drawings,W-50-1-A0133,,STYLE_PDF,DEVELOPMENT,cvat/CVAT/W-50-1-A-0133.pdf,aae9ab15830c08ab379fe5f1e1580d1dbf1a88dcbcd227b1bc2066d004ce9688,"lokal kopia, samma namn och storlek",NO_ANNOTATIONS NO_TEXT_LAYER_FOR_TITLE_BLOCK,2_VERSIONS_BY_SIZE_x3
1pj_6s56uffj8MxV2Mu1wCkjD_jOKVAg4,Drawings/Style of drawings/1/W-50-1-A-0023.pdf,W-50-1-A-0023.pdf,pdf,application/pdf,296636,2026-09-03T00:38:28Z,Style of drawings/1,Style of drawings,W-50-1-A0023,,STYLE_PDF,DEVELOPMENT,cvat/CVAT/W-50-1-A-0023.pdf,19a08f7c6753a5d221dceef66b9b3a3e83ebd077bbc1eb4c05cd28873c41f68d,"lokal kopia, samma namn och storlek",NO_ANNOTATIONS NO_TEXT_LAYER_FOR_TITLE_BLOCK,2_VERSIONS_BY_SIZE_x3
19sr2qkXSc1CXI3Mg7yvDLrPD8YZy5cuB,Drawings/Style of drawings/1/W-50-1-A-0021.pdf,W-50-1-A-0021.pdf,pdf,application/pdf,303499,2026-09-03T00:38:28Z,Style of drawings/1,Style of drawings,W-50-1-A0021,,STYLE_PDF,DEVELOPMENT,cvat/CVAT/W-50-1-A-0021.pdf,3f245a29bf30e8457758d66754bf5b0cf384b1ee2ed895e9ced6678ae8672e4d,"lokal kopia, samma namn och storlek",NO_ANNOTATIONS NO_TEXT_LAYER_FOR_TITLE_BLOCK,3_VERSIONS_BY_SIZE_x3
1dw3iMxEuWxHk-2Cp-eQM6xMFv5STOz5J,Drawings/Style of drawings/1/W-50-1-A-0034.pdf,W-50-1-A-0034.pdf,pdf,application/pdf,297064,2026-09-03T00:38:28Z,Style of drawings/1,Style of drawings,W-50-1-A0034,,STYLE_PDF,DEVELOPMENT,cvat/CVAT/W-50-1-A-0034.pdf,d58e8dc68fc0605bca859c8f2e5765e6e5f617892adf9fb52999fba91ee854f6,"lokal kopia, samma namn och storlek",NO_ANNOTATIONS NO_TEXT_LAYER_FOR_TITLE_BLOCK,2_VERSIONS_BY_SIZE_x3
1ocmA4py8BVKI3ajytrRfR7f9QTSx9YsO,Drawings/Style of drawings/1/W-50-1-A-0022.pdf,W-50-1-A-0022.pdf,pdf,application/pdf,295865,2026-09-03T00:38:28Z,Style of drawings/1,Style of drawings,W-50-1-A0022,,STYLE_PDF,DEVELOPMENT,cvat/CVAT/W-50-1-A-0022.pdf,d938b6b23232e40ec68024198bb109da9e987eb40e5f1b762e65ca6c60133022,"lokal kopia, samma namn och storlek",NO_ANNOTATIONS NO_TEXT_LAYER_FOR_TITLE_BLOCK,3_VERSIONS_BY_SIZE_x3
1oNZ-p3n1J-uK-djvZPt8oi9BuAiOA-e3,Drawings/Style of drawings/1/W-50-1-A-0032.pdf,W-50-1-A-0032.pdf,pdf,application/pdf,278267,2026-09-03T00:38:28Z,Style of drawings/1,Style of drawings,W-50-1-A0032,,STYLE_PDF,DEVELOPMENT,cvat/CVAT/W-50-1-A-0032.pdf,6a1bd88d6404651217ac1428b35651c21268dd3dc574243dd8052ab9b37a575e,"lokal kopia, samma namn och storlek",NO_ANNOTATIONS NO_TEXT_LAYER_FOR_TITLE_BLOCK,2_VERSIONS_BY_SIZE_x3
1Xs_SLmgvO7v5frpmUHgFNKW42aG5y5-_,Drawings/Style of drawings/1/W-50-1-A-0033.pdf,W-50-1-A-0033.pdf,pdf,application/pdf,263480,2026-09-03T00:38:28Z,Style of drawings/1,Style of drawings,W-50-1-A0033,,STYLE_PDF,DEVELOPMENT,cvat/CVAT/W-50-1-A-0033.pdf,6d3727568126772ca421223bc137b5b3aa2f76d43d943d75d1a4db1ede6f4a53,"lokal kopia, samma namn och storlek",NO_ANNOTATIONS NO_TEXT_LAYER_FOR_TITLE_BLOCK,3_VERSIONS_BY_SIZE_x3
1_7bAd9S4Gq0j0Oj11Siq_srA6n4TKCxV,Drawings/Style of drawings/1/W-50-1-A-0232.pdf,W-50-1-A-0232.pdf,pdf,application/pdf,634496,2026-09-03T00:39:14Z,Style of drawings/1,Style of drawings,W-50-1-A0232,,STYLE_PDF,DEVELOPMENT,cvat/CVAT/W-50-1-A-0232.pdf,1ac13be32cf0fc8d4ef90a8193fd0d3d5d8a87cdfad7fd7648819239512afcdb,"lokal kopia, samma namn och storlek",NO_ANNOTATIONS NO_TEXT_LAYER_FOR_TITLE_BLOCK,2_VERSIONS_BY_SIZE_x3
1IrE1WFIeeVnwCkFeokj8cYW0qRGOCJog,Drawings/Style of drawings/1/W-50-1-A-0031.pdf,W-50-1-A-0031.pdf,pdf,application/pdf,307125,2026-09-03T00:38:28Z,Style of drawings/1,Style of drawings,W-50-1-A0031,,STYLE_PDF,DEVELOPMENT,cvat/CVAT/W-50-1-A-0031.pdf,2e8196ba551e1e9d9f807b4464606ccb951370f6aa5696274f2b7eba0a08441a,"lokal kopia, samma namn och storlek",NO_ANNOTATIONS NO_TEXT_LAYER_FOR_TITLE_BLOCK,2_VERSIONS_BY_SIZE_x3
11CSmbSEVARTSkeP_8juHz3WYcX1AmE17,Drawings/Style of drawings/1/W-50-1-A-0024.pdf,W-50-1-A-0024.pdf,pdf,application/pdf,310332,2026-09-03T00:38:28Z,Style of drawings/1,Style of drawings,W-50-1-A0024,,STYLE_PDF,DEVELOPMENT,cvat/CVAT/W-50-1-A-0024.pdf,f52aae17d88a11c8bcada7883f382a2e8457a707764373d7c06b1c67a07b90b8,"lokal kopia, samma namn och storlek",NO_ANNOTATIONS NO_TEXT_LAYER_FOR_TITLE_BLOCK,3_VERSIONS_BY_SIZE_x3
1MSfrihgC4fKserhPXPnMfcr_4j-1Vptl,Drawings/Style of drawings/3/Badskon 1.pdf,Badskon 1.pdf,pdf,application/pdf,2962483,2026-08-21T09:52:28Z,Style of drawings/3,Style of drawings,,,STYLE_PDF,DEVELOPMENT,styles/z/3/Badskon 1.pdf,fdedae1d380e148769056d2029775b4080e68a2cb931139696c43c692159bce4,"lokal kopia, samma namn och storlek",NO_ANNOTATIONS,2_VERSIONS_BY_SIZE_x2
1mLAq2KtaghJ0m1f3bmIjsbgZRFmUScEr,Drawings/Style of drawings/4/Badskon 2.pdf,Badskon 2.pdf,pdf,application/pdf,15732079,2026-08-21T09:52:46Z,Style of drawings/4,Style of drawings,,,STYLE_PDF,DEVELOPMENT,styles/z/4/Badskon 2.pdf,5feea2afa3fd41fd6223980cc3c2451e9a60cb8bbf9b423541251bd7b19255f1,"lokal kopia, samma namn och storlek",NO_ANNOTATIONS,IDENTICAL_IN_2_PLACES
1NWzVYBIknAvsD2FXcCCtlMZzMyUN2kZp,Drawings/Style of drawings/5/Badmössan.pdf,Badmössan.pdf,pdf,application/pdf,7611643,2026-08-21T09:52:58Z,Style of drawings/5,Style of drawings,,,STYLE_PDF,DEVELOPMENT,styles/z/5/Badm#U00f6ssan.pdf,37e5734b0c513511506d33283ccc39a066a69acdc2f0e1884cb6f15b38875358,"lokal kopia, samma storlek och typ",NO_ANNOTATIONS,IDENTICAL_IN_2_PLACES
1yzMWludb4ou3sTUSoMPwyshemu0_IWoI,"Drawings/Style of drawings/7/V50-1-0824 - Plan B2, Del 24, Värme & Sanitäranlägg-.pdf","V50-1-0824 - Plan B2, Del 24, Värme & Sanitäranlägg-.pdf",pdf,application/pdf,207662,2026-08-21T09:46:56Z,Style of drawings/7,Style of drawings,V-50-1-0824,,STYLE_PDF,DEVELOPMENT,"styles/Ritningar/V50-1-0824 - Plan B2, Del 24, Värme & Sanitäranlägg-.pdf",20cbb1f285ba0d2198665d439bc3e4800a84ed148d639e31b0583c7a050bfd93,"lokal kopia, samma storlek och typ",NO_ANNOTATIONS ID_IN_SHEET_TEXT,IDENTICAL_IN_3_PLACES
